NAME,REFERENCE,ASSETTYPE,ASSETLOCATION,CNTR_X,CNTR_Y
Lake House The Grove pond,148723,Attenuation Pond,Shelf,412308.45522536,428806.25608693
Field bottom farm,,Attenuation Pond,Stone Chair,412269.719,427657.095
Shibden brook pond 1,,Attenuation Pond,Stump Cross,410386.445,426884.581
Shibden brook pond 2,,Attenuation Pond,Stump Cross,410366.556,426900.336
Whiskers lane pond,,Attenuation Pond,Stump Cross,410048.198,427411.112
Millpond House lake,0061/047,Attenuation Pond,Elland,409616.86593953,421501.93415832
Black Brook pond 1,0061/20,Attenuation Pond,Elland,407865.54113177,420576.35199584
Black Brook pond 2,0061/21,Attenuation Pond,Elland,407930.83488894,420588.47144459
Skye House wood pond 1,0061/012,Attenuation Pond,Elland,407467.68265242,420558.25482637
Skye House wood pond 2,0061/012A,Attenuation Pond,Elland,407493.54860062,420573.41747544
Gate Head farm,0209/003,Attenuation Pond,Elland,407768.0061708,420768.9340471
"Pond, Norland Rd, Greetland",0209/007,Attenuation Pond,Elland,406776.219,421287.19
Brian Royd Angling Club pond,0223/003,Attenuation Pond,Elland,407990.15003833,421078.22001591
Junction 25 M62,0667/006,Attenuation Pond,Brighouse,416423.16976404,421926.11596821
Blake law lane,0584/003,Attenuation Pond,Brighouse,417077.389,422865.439
North Cut 1,0215/8,Attenuation Pond,Brighouse,413377.91451069,422837.63246954
North Cut 2,149001,Attenuation Pond,Brighouse,413377.81111632,422837.56898096
North Cut 3,0215/10,Attenuation Pond,Brighouse,413277.98819704,422720.84306869
Freemans Cut,0215/12,Attenuation Pond,Brighouse,412912.94207961,422568.3782825
Cromwell Bottom Nature reserve pond,0667/019,Attenuation Pond,Brighouse,412960.47651939,422348.45466679
Treetops house,0193/015,Attenuation Pond,Norwood Green,413408.32,426937.239
Field bottom farm,0787/006,Attenuation Pond,Stone Chair,412320.75,427689.05
Shibden Park Lake,0718/4,Attenuation Pond,Stump Cross,410989.54486723,425915.02319271
Lumb Lane pond,0747/003,Attenuation Pond,Cotton Stones,402986.95331015,421511.67797153
Lower mill bank road pond,,Attenuation Pond,Mill Bank,403564.708,421173.178
Dene Farm pond,0694/003A,Attenuation Pond,Triangle,404030.32030555,421509.37955667
Kebroyd old mill pond,,Attenuation Pond,Ripponden Wood,404010.125,421303.582
Bar Lane pond 1,0668/038,Attenuation Pond,Ripponden,402874.41128621,418632.97909621
Bar lane pond 2,,Attenuation Pond,Ripponden,402739.013,418643.858
Bar Lane pond 3,0668/040,Attenuation Pond,Ripponden,402524.7158771,418648.20987447
Swift Place pond,0668/041,Attenuation Pond,Ripponden,402644.96806666,418931.53864042
Rochdale Road pond,0085/002,Attenuation Pond,Ripponden,401739.52868049,419104.2155883
Hole Bottom Road Screen,,Screen,Todmorden,393868.352,425318.978
